first_name,second_name,web_name,id,element_type,team_code,now_cost,minutes_fpl,play_chance,team,short_name,element_name,minutes_any_weighted,minutes_60_weighted,goals_weighted,assists_weighted,keeper_time,team_goals,team_assists,prop_goals,prop_assists,weighted_2026_goals,weighted_2026_clean_sheets,weighted_2026_concede_2,weighted_2026_concede_4,weighted_2026_games,weighted_2026_goals_against,next_goals,next_clean_sheet,next_concede_2,next_concede_4,goals_predict_2026,assists_predict_2026,play_predict_2026,goals_against_predict_2026,clean_sheets_predict_2026,concede_2_predict_2026,concede_4_predict_2026,player_goals_next,player_assists_next,player_clean_sheets_next,player_concede_2_next,player_concede_4_next,predicted_2026_points,predicted_next_week_points
Leandro,Trossard,Trossard,20,3,3,69,642,100,Arsenal,ARS,MID,0.9240694233142681,0.7169332283386117,0.2210917466101063,0.21088163612858662,1.4378717893189918,2.224507617191115,1.9385431819569456,0.0993890714967651,0.10878356391096901,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,3.2785822089286616,3.588481629732957,30.268983117217587,12.157173526015288,6.563283175849117,2.145178314334157,0.09733829804079412,0.20390389982780818,0.22317738343431603,0.3570569312036676,0.11097638446138253,0.004065851208039836,63.99062222690888,3.6871112322985367
Declan,Rice,Rice,21,3,3,69,893,100,Arsenal,ARS,MID,0.9610902086345336,0.8748514124846597,0.17242020089319438,0.26840986145768914,1.4378717893189918,2.224507617191115,1.9385431819569456,0.07750937760820495,0.1384595731247685,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,2.5568290620328957,4.567414568487021,33.86471428177136,12.644223632698413,8.008971170487403,2.617694652925637,0.11877891017435391,0.1590161184678497,0.28405987201070476,0.4357055137824238,0.13542104461173893,0.004961432294816319,68.36007446788432,3.9189073432729797
Mikel,Merino Zazón,Merino,22,3,3,59,413,NA,Arsenal,ARS,MID,0.8661490160121196,0.3619865547890858,0.1543204025874269,0.0886675984022506,1.4378717893189918,2.224507617191115,1.9385431819569456,0.06937283621545302,0.04573929496517136,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,2.28842611339124,1.5088181875874753,22.6534764101646,11.395165364610918,3.313865463365966,1.0831213796765498,0.04914705270178734,0.14232341275979302,0.09383748613726034,0.1802815147646272,0.05603305508271329,0.002052887790532497,41.93592700324919,2.401546607776579
Fábio,Ferreira Vieira,Fábio Vieira,23,3,3,54,0,0,Arsenal,ARS,MID,0,0,0,0,1.4378717893189918,2.224507617191115,1.9385431819569456,0,0,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Nørgaard,Nørgaard,24,3,3,52,14,100,Arsenal,ARS,MID,0.5617912966971939,0.4203070956668213,0.072131506534365,0.0880245963028286,1.4378717893189918,2.224507617191115,1.9385431819569456,0.03242583031720315,0.045407601503087695,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,1.069642253285182,1.4978764988562263,18.115217320319765,7.390996939231233,3.847770448682779,1.2576257193081168,0.0570652547957432,0.06652394631785744,0.09315699290548236,0.20932711138203924,0.06506067789417334,0.002383633572996471,31.804828531997135,1.8035162140517886
Ethan,Nwaneri,Nwaneri,25,3,3,51,163,NA,Arsenal,ARS,MID,0.5867595980624228,0.16087314761872146,0.05548985362203501,0.03305328943330096,1.4378717893189918,2.224507617191115,1.9385431819569456,0.024944780226062804,0.01705058197359003,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,0.8228622264316743,0.5624535360742504,13.790399993630547,7.719483051517301,1.4727396938465782,0.48135805956446115,0.021841808652054675,0.0511760286301432,0.03498050747824817,0.08012025406456072,0.02490206838511305,9.123391910603712e-4,21.064811427858245,1.1885746653311655
Martín,Zubimendi Ibáñez,Zubimendi,26,3,3,54,937,100,Arsenal,ARS,MID,1,0.9072506548508069,0.16692205856691733,0.11056789954254957,1.4378717893189918,2.224507617191115,1.9385431819569456,0.07503775544616464,0.05703659354698102,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,2.4752967936896617,1.8814861437468373,35.180039358152705,13.156125740436645,8.30557536447178,2.7146383422086355,0.12317776767610505,0.15394540606304308,0.11701471481702654,0.45184142936746147,0.14043622682810128,0.0051451739509524716,61.506557122313296,3.479863258984563
Ismeal,Kabia,Kabia,28,3,3,45,0,0,Arsenal,ARS,MID,0,0,0,0,1.4378717893189918,2.224507617191115,1.9385431819569456,0,0,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert,Sambi Lokonga,Sambi,29,3,3,45,0,0,Arsenal,ARS,MID,0,0,0,0,1.4378717893189918,2.224507617191115,1.9385431819569456,0,0,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kai,Havertz,Havertz,30,4,3,73,30,50,Arsenal,ARS,FWD,0.2813798207951816,0.18633392878806143,0.08610085100077179,0.030046845871145877,1.4378717893189918,2.224507617191115,1.9385431819569456,0.03870557706135945,0.015499704185497586,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,1.2767944647095402,0.5112941857785992,8.62717654695197,3.701868303202939,1.7058246034133304,0.557540768736757,0.025298628628938398,0.07940730292619569,0.031798769039745226,0.09280058192638908,0.02884322402980759,0.0010567316446154823,7.634118481562965,0.44036963420363073
Gabriel,Fernando de Jesus,G.Jesus,31,4,3,64,0,50,Arsenal,ARS,FWD,0.1557425726188852,0.055795745020220444,0.03391170814089157,0.02281690770602416,1.4378717893189918,2.224507617191115,1.9385431819569456,0.015244590703497733,0.01177013126062565,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,0.5028786677468227,0.38826545380392585,3.901913113189248,2.0489688685131386,0.5107913263049653,0.1669497486214487,0.007575409596751526,0.03127538519990209,0.024147279267065898,0.027788163114310045,0.008636801595906405,3.164272324490447e-4,3.5391120727941585,0.20454084811995588
Eberechi,Eze,Eze,266,3,3,76,700,NA,Arsenal,ARS,MID,0.9240545216257486,0.7390597716946288,0.19938134001471286,0.240110147758444,1.4378717893189918,2.224507617191115,1.9385431819569456,0.08962942561935193,0.12386112932292512,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,2.9566373425841537,4.085850575525014,30.676841634480375,12.156977477527382,6.765844256864674,2.211384453347265,0.10034242727719675,0.18388127736666862,0.25411010411585283,0.3680766961644192,0.11440142278464328,0.00419133462752408,64.48342433084086,3.7129276886656983
Cristhian,Mosquera,Mosquera,662,2,3,54,294,NA,Arsenal,ARS,DEF,0.6280330075798388,0.16173484529412502,0,0,1.4378717893189918,2.224507617191115,1.9385431819569456,0,0,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,0,0,14.567599742197068,8.262481216864959,1.4806282469671392,0.48393639614271056,0.02195880167432519,0,0,0.08054940857357673,0.025035453320745995,9.172260262578744e-4,19.98421753224859,1.086012807821267
Viktor,Gyökeres,Gyökeres,666,4,3,88,801,50,Arsenal,ARS,FWD,0.8894321004574505,0.7097407077591171,0.3406110497809534,0,1.4378717893189918,2.224507617191115,1.9385431819569456,0.15311750211538624,0,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,5.050940820263537,0,29.49741408684809,11.701480551198896,6.497438063019377,2.123657148118596,0.09636176677657335,0.3141316780913494,0,0.3534748133379846,0.10986303122634541,0.0040250611911581274,24.850588683951116,1.4278497602909828
Max,Dowman,Dowman,700,3,3,43,27,NA,Arsenal,ARS,MID,0.16557838656693022,0,0,0.08114225059725623,1.4378717893189918,2.224507617191115,1.9385431819569456,0,0.041857334596665366,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,0,1.3807625974880735,3.0541628817737583,2.1783700735731597,0,0,0,0,0.08587336245449578,0,0,0,7.196450674237978,0.42319847393041754
Andre,Harriman-Annous,Harriman-Annous,711,3,3,45,0,NA,Arsenal,ARS,MID,0,0,0,0,1.4378717893189918,2.224507617191115,1.9385431819569456,0,0,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piero,Hincapié,Hincapie,725,2,3,54,26,100,Arsenal,ARS,DEF,0.2717995496375385,0,0,0,1.4378717893189918,2.224507617191115,1.9385431819569456,0,0,32.987351220353965,9.154664502102335,2.99215914333514,0.13577038166631145,18.445419991691985,13.156125740436645,2.051572640302257,0.4980337318596531,0.15479319422612636,0.00567117138294992,0,0,5.013456846617131,3.5758290512255075,0,0,0,0,0,0,0,0,5.013456846617131,0.2717995496375385
Emiliano,Martínez Romero,Martinez,32,1,7,50,810,100,Aston Villa,AVL,GK,0.899812299777456,0.850593627921665,0,0,1.0088174963616454,1.3376922442778627,1.1239262973518847,0,0,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,0,0,32.272631995349954,17.702032004482863,5.587640448390816,4.5218091011949255,0.4348711013001718,0,0,0.4024975311227538,0.1469291188905811,0.006153235140920917,49.66651358641812,3.2073136981586345
Marco,Bizot,M.Bizot,33,1,7,43,180,NA,Aston Villa,AVL,GK,0.14940637207833501,0.14940637207833501,0,0,1.0088174963616454,1.3376922442778627,1.1239262973518847,0,0,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,0,0,5.509278490827011,2.93927564766394,0.9814664258795931,0.7942536492908556,0.07638490512293421,0,0,0.0706985026944918,0.02580803086868381,0.0010808128685330127,8.564505639931594,0.5547179111974204
Joe,Gauci,Gauci,34,1,7,40,0,0,Aston Villa,AVL,GK,0,0,0,0,1.0088174963616454,1.3376922442778627,1.1239262973518847,0,0,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Marschall,Marschall,35,1,7,40,0,0,Aston Villa,AVL,GK,0,0,0,0,1.0088174963616454,1.3376922442778627,1.1239262973518847,0,0,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matty,Cash,Cash,36,2,7,46,966,75,Aston Villa,AVL,DEF,0.8787432404532854,0.8023759373537235,0.10603379737147793,0.012791255482774372,1.0088174963616454,1.3376922442778627,1.1239262973518847,0.07926621225849972,0.011380866799639995,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,2.148811399433958,0.30852157076401165,30.995176437163366,17.287539823665757,5.2708932858195086,4.2654808324522415,0.41021951738146095,0.1369090793733773,0.019657101703414198,0.3796811111861767,0.13860013245390068,0.005804426052447434,45.9161117546276,2.951898634046905
Lucas,Digne,Digne,37,2,7,45,817,100,Aston Villa,AVL,DEF,0.8791526247433018,0.7061406050163058,0,0.20051540180085006,1.0088174963616454,1.3376922442778627,1.1239262973518847,0,0.17840618399381722,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,0,4.836376445555701,29.22841164963524,17.295593652009504,4.638713102614081,3.753887766932676,0.3610186256938324,0,0.3081442358498937,0.33414293361102615,0.12197671543979954,0.005108255038112801,58.17748700413216,3.719212701275481
Ezri,Konsa Ngoyo,Konsa,38,2,7,44,875,75,Aston Villa,AVL,DEF,0.914678063948654,0.8882862294012652,0.03013011972888848,0,1.0088174963616454,1.3376922442778627,1.1239262973518847,0.022523954861645976,0,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,0.6105972467714438,0,33.241662530544076,17.994486589949997,5.835247175879593,4.722185335889534,0.45414167020432983,0.03890351053862533,0,0.4203335206471547,0.1534400314371791,0.00642590522962556,41.30243078144794,2.6683901268776142
Ian,Maatsen,Maatsen,39,2,7,42,169,NA,Aston Villa,AVL,DEF,0.7029766246286732,0.19150978843393962,0.02015703660744395,0.030714573826456856,1.0088174963616454,1.3376922442778627,1.1239262973518847,0.015068515717025395,0.027327925237468288,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,0.4084892846866401,0.7408270888691795,16.491849334374706,13.829678379210666,1.2580482676914646,1.018078052647079,0.0979105296256699,0.026026431130749476,0.04720095711455004,0.09062167232412005,0.03308085500507857,0.001385391003811484,25.08147079759519,1.52026831447835
Tyrone,Mings,Mings,40,2,7,44,497,0,Aston Villa,AVL,DEF,0.5130811717487995,0.3855082795694276,0,0.015016933114761613,1.0088174963616454,1.3376922442778627,1.1239262973518847,0,0.01336113689139888,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,0,0.3622043042501615,16.5674979834057,10.093859936612498,2.5324450894076858,2.0493862050228926,0.19709342345570782,0,0.023077436136566962,0.18242098889596306,0.06659160142142079,0.002788785402447227,0,0
Pau,Torres,Pau,41,2,7,43,597,NA,Aston Villa,AVL,DEF,0.668008102627606,0.5492999116213917,0,0,1.0088174963616454,1.3376922442778627,1.1239262973518847,0,0,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,0,0,22.443784580007993,13.141741688674816,3.6084098254682124,2.920112799015612,0.28083287914411775,0,0,0.25992653955540607,0.09488450109649531,0.003973661932257948,33.67647820372111,2.158156009441868
Andrés,García,A.García,42,2,7,39,0,25,Aston Villa,AVL,DEF,0.1412002196663222,0.03733817902511464,0,0,1.0088174963616454,1.3376922442778627,1.1239262973518847,0,0,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,0,0,3.291753042439553,2.7778357866317642,0.2452784885066198,0.1984921026863814,0.019089368295491092,0,0,0.01766827822464252,0.006449690621999471,2.70106179653265e-4,1.01382138137104,0.06062292869708855
Álex,Moreno Lopera,Alex Moreno,43,2,7,40,0,0,Aston Villa,AVL,DEF,0.15609915688058928,0.09501334748174922,0,0.008667944500175702,1.0088174963616454,1.3376922442778627,1.1239262973518847,0,0.007712200097638517,27.10879374967915,6.5691068742704095,5.316062750485781,0.511256006423106,18.437227322334184,19.673027373443304,1.7272060247674634,0.4731960338172456,0.1727371497592649,0.00723404800945393,0,0.20906844180313797,4.62981832640907,3.070942986283254,0.6241528340898019,0.505096917346689,0.04857614459040998,0,0.013320558472853466,0.044959939188063514,0.01641233483308399,6.873311172219026e-4,0,0
